route_schedule_uuid,trip_uuid,segment_actual_time,segment_osrm_time,segment_osrm_distance,actual_time,osrm_time,osrm_distance,cutoff_factor,start_scan_to_end_scan,od_start_time,od_end_time,source_center,destination_center,trip_duration_minutes
thanos::sroute:00435307-de7f-4439-bd6a-5a2a9a3cd8bf,trip-153845910196448745,80.0,50.0,38.8676,237.0,140.0,106.80539999999999,20.75,416.0,2018-10-02 05:45:01.964746,2018-10-02 07:29:49.812476,IND560048AAB,IND562132AAA,104.79746216666668
thanos::sroute:00a74fab-a3ac-44df-b83a-cbf181b4cd94,trip-153735958985730151,87.0,45.0,65.6109,188.0,99.0,141.6809,42.0,342.0,2018-09-20 00:38:34.311550,2018-09-20 02:33:08.639941,IND853204AAA,IND851204AAA,114.57213985
thanos::sroute:00a74fab-a3ac-44df-b83a-cbf181b4cd94,trip-153744719471836571,158.0,44.0,65.4813,279.0,99.0,142.7778,41.666666666666664,507.0,2018-09-21 00:24:02.347132,2018-09-21 03:13:13.941872,IND853204AAA,IND851204AAA,169.19324566666668
thanos::sroute:00a74fab-a3ac-44df-b83a-cbf181b4cd94,trip-153770721240273339,90.0,44.0,64.5997,189.0,97.0,140.36829999999998,41.666666666666664,399.0,2018-09-24 00:43:06.259562,2018-09-24 02:56:53.143542,IND853204AAA,IND851204AAA,133.78139966666666
thanos::sroute:00a74fab-a3ac-44df-b83a-cbf181b4cd94,trip-153787732283908843,100.0,45.0,65.065,202.0,97.0,138.7319,41.666666666666664,366.0,2018-09-26 00:47:10.563739,2018-09-26 02:49:52.793338,IND853204AAA,IND851204AAA,122.70382665000001
thanos::sroute:00b294b8-d2c3-4bca-a3be-684f46278bdd,trip-153677826138891143,317.0,141.0,186.0887,880.0,393.0,511.4439,22.3125,2303.0,2018-09-13 00:04:31.278883,2018-09-13 08:46:46.076947,IND713130AAA,IND742101AAC,522.2466344
thanos::sroute:00b294b8-d2c3-4bca-a3be-684f46278bdd,trip-153686847506694911,365.0,141.0,187.7137,998.0,400.0,516.3557,22.3125,1948.0,2018-09-13 23:58:03.409283,2018-09-14 07:33:21.088343,IND713130AAA,IND742101AAC,455.294651
thanos::sroute:00b294b8-d2c3-4bca-a3be-684f46278bdd,trip-153695161269045701,328.0,140.0,186.2947,922.0,395.0,509.8017,22.3125,1973.0,2018-09-14 23:22:05.944227,2018-09-15 07:02:09.898644,IND713130AAA,IND742101AAC,460.06590695
thanos::sroute:00b294b8-d2c3-4bca-a3be-684f46278bdd,trip-153704153157560490,493.0,239.0,319.1421,1506.0,745.0,904.9294,26.17391304347826,3282.0,2018-09-15 19:58:51.326985,2018-09-16 06:54:02.476929,IND742101AAC,IND742101AAC,655.1858324
thanos::sroute:00b294b8-d2c3-4bca-a3be-684f46278bdd,trip-153721762940931727,507.0,236.0,316.9855,1424.0,692.0,846.306,26.636363636363637,3664.0,2018-09-17 20:53:44.066619,2018-09-18 09:30:21.977575,IND742101AAC,IND742101AAC,756.6318492666667
thanos::sroute:00b294b8-d2c3-4bca-a3be-684f46278bdd,trip-153729741701694392,652.0,240.0,317.7473,1876.0,723.0,888.5793,26.772727272727273,4189.0,2018-09-18 19:03:37.017304,2018-09-19 08:40:02.251069,IND742101AAC,IND742101AAC,816.4205627499999
thanos::sroute:00b294b8-d2c3-4bca-a3be-684f46278bdd,trip-153738544498255584,567.0,237.0,317.6637,2353.0,857.0,1087.2071,34.6,5533.0,2018-09-19 19:30:44.982890,2018-09-20 08:43:20.328388,IND742101AAC,IND742101AAC,792.5890916333334
thanos::sroute:00b294b8-d2c3-4bca-a3be-684f46278bdd,trip-153747198599330330,89.0,30.0,44.1911,270.0,104.0,144.9364,30.0,604.0,2018-09-21 04:48:26.961806,2018-09-21 07:19:47.142069,IND741156AAA,IND742101AAC,151.33633771666666
thanos::sroute:01164881-301e-45f8-bacd-ee21c37f1cc4,trip-153672052264703928,387.0,173.0,197.5021,765.0,368.0,418.5364,37.0,1380.0,2018-09-12 02:48:42.647405,2018-09-12 13:13:57.791680,IND721306AAA,IND721306AAA,625.2524045833333
thanos::sroute:01164881-301e-45f8-bacd-ee21c37f1cc4,trip-153680704593734761,163.0,83.0,103.6984,339.0,173.0,211.67329999999998,34.0,581.0,2018-09-13 02:50:45.937565,2018-09-13 11:21:48.358067,IND721306AAA,IND721306AAA,511.0403417
thanos::sroute:01164881-301e-45f8-bacd-ee21c37f1cc4,trip-153689746326858690,172.0,82.0,102.2011,351.0,169.0,208.1297,34.0,700.0,2018-09-14 03:57:43.268842,2018-09-14 12:34:18.448039,IND721306AAA,IND721306AAA,516.5863199500001
thanos::sroute:01164881-301e-45f8-bacd-ee21c37f1cc4,trip-153698208576597579,95.0,44.0,51.2689,137.0,68.0,80.9336,28.5,242.0,2018-09-15 03:28:05.766224,2018-09-15 05:29:43.883611,IND721306AAA,IND721507AAA,121.63528978333333
thanos::sroute:01164881-301e-45f8-bacd-ee21c37f1cc4,trip-153724283212691353,344.0,174.0,202.8256,670.0,344.0,397.4556,37.5,1247.0,2018-09-18 03:53:52.127137,2018-09-18 13:36:52.777041,IND721306AAA,IND721306AAA,583.0108317333332
thanos::sroute:01164881-301e-45f8-bacd-ee21c37f1cc4,trip-153733117589067350,127.0,42.0,53.3936,265.0,107.0,132.6403,37.666666666666664,417.0,2018-09-19 12:04:44.979754,2018-09-19 14:24:40.564248,IND721253AAC,IND721306AAA,139.92640823333335
thanos::sroute:01164881-301e-45f8-bacd-ee21c37f1cc4,trip-153741757368979523,323.0,174.0,203.5934,808.0,435.0,498.7983,40.77777777777778,1289.0,2018-09-20 04:26:13.690216,2018-09-20 12:39:06.967451,IND721306AAA,IND721306AAA,492.8879539166667
thanos::sroute:01164881-301e-45f8-bacd-ee21c37f1cc4,trip-153750151705888253,386.0,180.0,206.70850000000002,929.0,447.0,504.0752,41.111111111111114,1416.0,2018-09-21 03:45:17.059107,2018-09-21 12:48:37.869496,IND721306AAA,IND721306AAA,543.3468398166666
thanos::sroute:01164881-301e-45f8-bacd-ee21c37f1cc4,trip-153759097711615617,206.0,43.0,50.3297,254.0,66.0,79.3788,28.5,450.0,2018-09-22 04:36:17.116448,2018-09-22 08:21:47.702417,IND721306AAA,IND721507AAA,225.50976615
thanos::sroute:01164881-301e-45f8-bacd-ee21c37f1cc4,trip-153768266066225411,368.0,177.0,204.9116,747.0,353.0,401.2353,38.0,1311.0,2018-09-23 06:04:20.662505,2018-09-23 16:50:17.662820,IND721306AAA,IND721306AAA,645.95000525
thanos::sroute:01164881-301e-45f8-bacd-ee21c37f1cc4,trip-153784544487748125,275.0,78.0,97.0961,403.0,119.0,149.9982,30.5,724.0,2018-09-25 03:17:24.877866,2018-09-25 13:53:58.270942,IND721306AAA,IND721306AAA,636.5565512666667
thanos::sroute:01164881-301e-45f8-bacd-ee21c37f1cc4,trip-153801253939775674,257.0,83.0,102.8677,437.0,173.0,210.381,34.0,844.0,2018-09-27 01:42:19.398000,2018-09-27 12:43:04.489683,IND721306AAA,IND721306AAA,660.7515280499999
thanos::sroute:01164881-301e-45f8-bacd-ee21c37f1cc4,trip-153811163395690796,468.0,220.0,252.6388,1089.0,544.0,624.6736999999999,45.2,1751.0,2018-09-28 05:13:53.957179,2018-09-28 14:01:03.328520,IND721306AAA,IND721306AAA,527.1561890166666
thanos::sroute:01164881-301e-45f8-bacd-ee21c37f1cc4,trip-153811355479869076,139.0,42.0,49.3411,211.0,65.0,77.9825,28.0,398.0,2018-09-28 05:45:54.798939,2018-09-28 09:05:46.484459,IND721306AAA,IND721507AAA,199.86142533333336
thanos::sroute:01164881-301e-45f8-bacd-ee21c37f1cc4,trip-153819155531990348,429.0,169.0,197.5503,709.0,292.0,338.9665,36.142857142857146,1310.0,2018-09-29 03:25:55.320169,2018-09-29 14:25:35.226209,IND721306AAA,IND721306AAA,659.6651006666667
thanos::sroute:011f94ad-57cf-4005-9734-f5b8a4d9cb59,trip-153679062094689201,605.0,119.0,138.0627,670.0,189.0,210.1821,29.0,1334.0,2018-09-12 22:17:00.947242,2018-09-13 17:47:50.665433,IND506002AAA,IND506002AAA,1170.8286365166668
thanos::sroute:011f94ad-57cf-4005-9734-f5b8a4d9cb59,trip-153687881504319533,391.0,262.0,253.5437,813.0,544.0,613.5107,36.0,1878.0,2018-09-13 22:46:55.043464,2018-09-14 11:45:34.086629,IND506002AAA,IND506002AAA,778.6507194166667
thanos::sroute:011f94ad-57cf-4005-9734-f5b8a4d9cb59,trip-153696735422588131,383.0,266.0,256.7543,806.0,548.0,617.1676,36.166666666666664,2592.0,2018-09-14 23:22:34.226263,2018-09-15 18:05:56.489189,IND506002AAA,IND506002AAA,1123.3710487666665
thanos::sroute:011f94ad-57cf-4005-9734-f5b8a4d9cb59,trip-153705585574129940,201.0,94.0,118.05430000000001,336.0,159.0,197.2372,27.833333333333332,1864.0,2018-09-15 23:57:35.741700,2018-09-16 17:37:36.961859,IND506002AAA,IND506002AAA,1060.0203359833333
thanos::sroute:011f94ad-57cf-4005-9734-f5b8a4d9cb59,trip-153714070057289517,363.0,264.0,255.2027,770.0,545.0,612.5618999999999,36.083333333333336,1464.0,2018-09-16 23:31:40.573151,2018-09-17 09:12:14.284031,IND506002AAA,IND506002AAA,580.5618479999999
thanos::sroute:011f94ad-57cf-4005-9734-f5b8a4d9cb59,trip-153722593960234350,481.0,288.0,276.032,987.0,586.0,648.6068,36.166666666666664,2416.0,2018-09-17 23:12:19.602636,2018-09-18 16:58:36.851097,IND506002AAA,IND506002AAA,1066.2874743500001
thanos::sroute:011f94ad-57cf-4005-9734-f5b8a4d9cb59,trip-153731287838881978,311.0,243.0,217.4853,663.0,502.0,538.5539,38.2,998.0,2018-09-18 23:21:18.389176,2018-09-19 05:14:16.814446,IND506002AAA,IND506314AAA,352.9737545
thanos::sroute:011f94ad-57cf-4005-9734-f5b8a4d9cb59,trip-153740284546345691,291.0,240.0,220.2948,615.0,497.0,549.0466,37.9,940.0,2018-09-20 00:35:44.245224,2018-09-20 06:08:38.853516,IND506002AAA,IND506314AAA,332.9101382
thanos::sroute:011f94ad-57cf-4005-9734-f5b8a4d9cb59,trip-153748751812713415,388.0,269.0,258.3634,821.0,547.0,613.6198,36.25,2408.0,2018-09-20 23:51:58.127393,2018-09-21 17:09:09.030655,IND506002AAA,IND506002AAA,1037.1817210333334
thanos::sroute:011f94ad-57cf-4005-9734-f5b8a4d9cb59,trip-153757131835934166,377.0,265.0,254.30079999999998,808.0,548.0,611.1608,36.166666666666664,2536.0,2018-09-21 23:08:38.359603,2018-09-22 17:22:56.313863,IND506002AAA,IND506002AAA,1094.2992376666666
thanos::sroute:011f94ad-57cf-4005-9734-f5b8a4d9cb59,trip-153766114568283113,253.0,94.0,118.066,417.0,161.0,198.8409,27.666666666666668,1862.0,2018-09-23 00:05:45.683096,2018-09-23 17:25:47.248622,IND506002AAA,IND506002AAA,1040.0260921
thanos::sroute:011f94ad-57cf-4005-9734-f5b8a4d9cb59,trip-153774296137269940,174.0,126.0,122.26,266.0,217.0,201.2965,28.333333333333332,538.0,2018-09-23 22:49:21.373082,2018-09-24 03:20:12.622182,IND506002AAA,IND507123AAA,270.85415166666667
thanos::sroute:011f94ad-57cf-4005-9734-f5b8a4d9cb59,trip-153783041919738640,41.0,36.0,34.2839,71.0,63.0,59.187200000000004,26.5,216.0,2018-09-24 23:06:59.197637,2018-09-25 00:55:35.972919,IND506002AAA,IND506132AAA,108.61292136666665
thanos::sroute:011f94ad-57cf-4005-9734-f5b8a4d9cb59,trip-153809059186037484,156.0,92.0,114.9136,258.0,156.0,194.7362,27.333333333333332,1670.0,2018-09-27 23:23:11.860611,2018-09-28 17:21:44.700999,IND506002AAA,IND506002AAA,1078.5473398
thanos::sroute:011f94ad-57cf-4005-9734-f5b8a4d9cb59,trip-153817837593223348,371.0,261.0,250.701,810.0,541.0,607.655,35.75,2452.0,2018-09-28 23:46:15.932490,2018-09-29 17:20:23.179614,IND506002AAA,IND506002AAA,1054.1207854
thanos::sroute:011f94ad-57cf-4005-9734-f5b8a4d9cb59,trip-153826308440673716,188.0,104.0,123.0274,303.0,169.0,200.8397,27.333333333333332,1958.0,2018-09-29 23:18:04.406952,2018-09-30 17:33:42.259663,IND506002AAA,IND506002AAA,1095.6308785166666
thanos::sroute:011f94ad-57cf-4005-9734-f5b8a4d9cb59,trip-153835055075024464,539.0,262.0,249.8274,875.0,518.0,572.2596,37.27272727272727,1841.0,2018-09-30 23:35:50.750496,2018-10-01 17:50:15.619716,IND506002AAA,IND506002AAA,1094.4144869999998
thanos::sroute:011f94ad-57cf-4005-9734-f5b8a4d9cb59,trip-153843698703166064,155.0,91.0,114.7414,262.0,159.0,196.71390000000002,27.333333333333332,1808.0,2018-10-01 23:36:27.031914,2018-10-02 16:36:21.019428,IND506002AAA,IND506002AAA,1019.8997919
thanos::sroute:011f94ad-57cf-4005-9734-f5b8a4d9cb59,trip-153852157008371848,628.0,279.0,262.5389,935.0,531.0,588.426,37.18181818181818,1701.0,2018-10-02 23:06:10.084596,2018-10-03 16:26:41.944592,IND506002AAA,IND506002AAA,1040.5309999333333
thanos::sroute:011f94ad-57cf-4005-9734-f5b8a4d9cb59,trip-153860773386849183,360.0,260.0,246.95950000000002,757.0,540.0,603.1532000000001,35.5,2484.0,2018-10-03 23:02:13.868749,2018-10-04 16:49:43.670970,IND506002AAA,IND506002AAA,1067.4967036833334
thanos::sroute:01c323e7-754d-4464-b0c4-f2d377215061,trip-153713310943774477,254.0,143.0,110.00070000000001,436.0,236.0,178.5633,23.8,690.0,2018-09-17 05:31:53.063739,2018-09-17 13:04:25.845875,IND177203AAA,IND176061AAA,452.5463689333334
thanos::sroute:01c323e7-754d-4464-b0c4-f2d377215061,trip-153721979736509556,1349.0,431.0,396.2452,2995.0,1429.0,1590.6768,78.35714285714286,10902.0,2018-09-18 07:42:41.495041,2018-09-19 09:30:07.165709,IND177203AAA,IND160002AAC,1547.4278444666668
thanos::sroute:01e5991c-f5b3-441f-9d18-a583938d71ef,trip-153839090672632238,220.0,103.0,140.6062,791.0,391.0,509.46349999999995,75.33333333333333,1644.0,2018-10-01 10:48:26.726560,2018-10-01 15:23:26.171277,IND521225AAB,IND523002AAA,274.9907452833333
thanos::sroute:01e5991c-f5b3-441f-9d18-a583938d71ef,trip-153847121604368674,191.0,105.0,140.676,673.0,394.0,511.7886,75.33333333333333,1632.0,2018-10-02 09:06:56.043982,2018-10-02 13:39:19.647137,IND521225AAB,IND523002AAA,272.39338591666666
thanos::sroute:01e5991c-f5b3-441f-9d18-a583938d71ef,trip-153855509786651105,192.0,104.0,140.5826,684.0,392.0,510.2405,75.33333333333333,1842.0,2018-10-03 08:24:57.866769,2018-10-03 13:32:38.333279,IND521225AAB,IND523002AAA,307.67444183333333
thanos::sroute:02354ecb-ff3e-498e-8465-9a33eecfca73,trip-153675621407277021,167.0,57.0,75.8047,265.0,112.0,145.7712,40.666666666666664,1038.0,2018-09-12 12:43:34.073020,2018-09-12 18:30:04.648074,IND132103AAA,IND131028AAB,346.5095842333333
thanos::sroute:02354ecb-ff3e-498e-8465-9a33eecfca73,trip-153684384795377237,178.0,42.0,57.4135,270.0,100.0,131.3734,40.666666666666664,891.0,2018-09-13 13:04:07.954134,2018-09-13 18:01:08.428046,IND132103AAA,IND131028AAB,297.00789853333333
thanos::sroute:02354ecb-ff3e-498e-8465-9a33eecfca73,trip-153693320900300605,126.0,48.0,64.461,227.0,103.0,136.6621,40.666666666666664,672.0,2018-09-14 13:53:29.003229,2018-09-14 17:37:34.181811,IND132103AAA,IND131028AAB,224.08630970000002
thanos::sroute:02447388-0297-4e63-9a71-3589741bd807,trip-153852324504748778,33.0,17.0,12.2889,33.0,17.0,12.2889,9.0,72.0,2018-10-03 00:42:54.020343,2018-10-03 01:55:36.215055,IND122001AAD,IND122050AAA,72.70324520000001
thanos::sroute:02473c6f-831f-4008-be51-be7290ad2760,trip-153671655901475301,336.0,187.0,213.5307,646.0,352.0,403.26419999999996,31.77777777777778,1775.0,2018-09-12 01:42:39.014985,2018-09-12 15:32:19.902107,IND570020AAA,IND570020AAA,829.6814520333334
thanos::sroute:02473c6f-831f-4008-be51-be7290ad2760,trip-153697367003889450,595.0,196.0,223.0189,826.0,333.0,376.2616,33.375,1313.0,2018-09-15 01:07:50.039178,2018-09-15 15:40:38.530003,IND570020AAA,IND570020AAA,872.8081804166667
thanos::sroute:02473c6f-831f-4008-be51-be7290ad2760,trip-153706157406867727,170.0,80.0,89.40559999999999,252.0,122.0,140.68259999999998,28.5,408.0,2018-09-16 01:32:54.068887,2018-09-16 05:25:35.905641,IND570020AAA,IND571213AAA,232.69727923333332
thanos::sroute:02473c6f-831f-4008-be51-be7290ad2760,trip-153723404333709671,479.0,194.0,220.10739999999998,1025.0,399.0,453.6107,33.8,2044.0,2018-09-18 01:27:21.126622,2018-09-18 14:43:05.469075,IND570020AAA,IND570020AAA,795.7390408833332
thanos::sroute:02473c6f-831f-4008-be51-be7290ad2760,trip-153732167940148446,177.0,77.0,90.64670000000001,272.0,120.0,143.8211,29.25,436.0,2018-09-19 01:47:59.401710,2018-09-19 05:57:44.851878,IND570020AAA,IND571213AAA,249.7575028
thanos::sroute:02473c6f-831f-4008-be51-be7290ad2760,trip-153740882680434212,426.0,156.0,177.2798,960.0,339.0,383.4987,34.5,2061.0,2018-09-20 02:00:26.804638,2018-09-20 15:54:48.838591,IND570020AAA,IND570020AAA,834.3672325499999
thanos::sroute:02473c6f-831f-4008-be51-be7290ad2760,trip-153749369156933743,491.0,195.0,220.5456,1077.0,400.0,451.6788,33.9,2042.0,2018-09-21 01:34:51.569762,2018-09-21 14:35:25.994427,IND570020AAA,IND570020AAA,780.5737444166666
thanos::sroute:02473c6f-831f-4008-be51-be7290ad2760,trip-153758270937031273,402.0,191.0,214.5851,879.0,400.0,449.2804,33.5,2112.0,2018-09-22 02:18:29.370741,2018-09-22 15:32:09.350954,IND570020AAA,IND570020AAA,793.6663368833334
thanos::sroute:02473c6f-831f-4008-be51-be7290ad2760,trip-153766909482090675,123.0,74.0,87.469,203.0,115.0,137.72910000000002,28.5,366.0,2018-09-23 02:18:14.821180,2018-09-23 06:00:34.036449,IND570020AAA,IND571213AAA,222.32025448333334
thanos::sroute:02473c6f-831f-4008-be51-be7290ad2760,trip-153801210039247977,386.0,199.0,221.5957,760.0,406.0,456.0761,34.1,2264.0,2018-09-27 01:35:00.392727,2018-09-27 15:41:52.531064,IND570020AAA,IND570020AAA,846.8689722833333
thanos::sroute:02473c6f-831f-4008-be51-be7290ad2760,trip-153809969297802591,393.0,61.0,74.9747,468.0,103.0,127.5815,24.0,826.0,2018-09-28 01:54:52.978277,2018-09-28 09:17:34.633204,IND570020AAA,IND571114AAA,442.6942487833333
